Punjab Assembly ,Name of Candidate,"Number of Votes Polled
","Party Affiliation
","Symbol Allocated
",Total Constituency Voters,Total Male,Total Female,Casted Votes,Casted Male,Female Vote Polled,Rejected Votes,Turnout %
PP-213,Zahid Hameed Gujjar,319,IND,,,,,,,,,
PP-213,Abrar Hussain,257,IND,,,,,,,,,
PP-213,Zeeshan Ali Haider,232,IND,,,,,,,,,
PP-213,Muhammad Illyas,195,IND,,,,,,,,,
PP-213,Muhammad Atif Imran,160,IND,,,,,,,,,
PP-213,Amjad Hussain Urf Muhammad Asim,150,IND,,,,,,,,,
PP-213,Jamshaid Abbas Bappi,147,IND,,,,,,,,,
PP-213,Malik Muhammad Waqas Raan,140,IND,,,,,,,,,
PP-213,Usama Tahir,137,IND,,,,,,,,,
PP-213,Qaiser Ali Haider Mahay,135,IPP,,,,,,,,,
PP-213,Malik Muhammad Arshad,126,IND,,,,,,,,,
PP-213,Ayesha Siddiqa,123,MML,,,,,,,,,
PP-213,Khalid Javed Warraich,-,IND,,,,,,,,,
PP-213,Tahir Razzaq,-,IND,,,,,,,,,
PP-214,Nawabzada Waseem Khan Badozai,44943,IND-PTI,Clock,,,,,,,,
PP-214,Mian Shahzad Maqbool Bhutta,26009,PML-N,Tiger(284),,,,,,,,
PP-214,Syed Mudassar Shah,21280,PPP,Arrow(12),,,,,,,,
PP-214,Muhammad Ehsan Ullah,6808,TLP,Crane(71),,,,,,,,
PP-214,Sagheer Ahmad,2714,JIP,,,,,,,,,
PP-214,Rashid Shabir Gira,1690,IND,,,,,,,,,
PP-214,Peerzada Azhar Maqbool Bhutta,706,IND,,,,,,,,,
PP-214,Mian Yousuf Maqbool Bhutta,630,IND,,,,,,,,,
PP-214,Naveed Ahmad,439,JUIF,,,,,,,,,
PP-214,Amir Hussain,260,IND,,,,,,,,,
PP-214,Saqib Mehmood Mahay,249,IND,,,,,,,,,
PP-214,Shazia Begum,226,SDP,,,,,,,,,
PP-214,Muhammad Tahir Javed,198,MML,,,,,,,,,
PP-214,Muhammad Yasir,159,PTI-N,,,,,,,,,
PP-214,Syed Shumail Abbas Naqvi,126,IND,,,,,,,,,
PP-214,Tahir Razzaq,118,IND,,,,,,,,,
PP-214,Behzaad Jamil,106,IND,,,,,,,,,
PP-214,Abdul Muqeet Ahmad,91,IND,,,,,,,,,
PP-214,Hafiz Muhammad Haroon,63,IND,,,,,,,,,
PP-214,Muhammad Aslam,57,IND,,,,,,,,,
PP-214,Ansar Abbas,45,IND,,,,,,,,,
PP-214,Muhammad Shehroz Khan,43,IND,,,,,,,,,
PP-214,Sara Ali,40,IND,,,,,,,,,
PP-214,Hafiz Imtiaz Ahmad,38,IND,,,,,,,,,
PP-214,Shakeel Hussain,34,IND,,,,,,,,,
PP-214,Muhammad Arshad,34,IND,,,,,,,,,
PP-214,Sarfraz Ahmad Malik,28,IND,,,,,,,,,
PP-214,Rana Sajjad Hussain,27,IND,,,,,,,,,
PP-214,Abdul Rauf Khan Lodhi,25,IND,,,,,,,,,
PP-214,Mian Muhammad Suleman Ali Qureshi,-,IND,,,,,,,,,
PP-215,Muhammad Moeen Ud Din Riaz,67023,IND-PTI,Clock,,,,,,,,
PP-215,Shahid Mahmood khan,29165,PML-N,Tiger(284),,,,,,,,
PP-215,Malik Shakeel Labar,7986,PPP,Arrow(12),,,,,,,,
PP-215,Abrar Ul Haq Khan,3684,TLP,Crane(71),,,,,,,,
PP-215,Muhammad Sharif,3603,IND,,,,,,,,,
PP-215,Mian Asif Mehmood,2933,JIP,,,,,,,,,
PP-215,Azhar Hussain,1480,ITP,,,,,,,,,
PP-215,Jahanzaib Khan,1154,IND,,,,,,,,,
PP-215,Muhammad Ishfaq,326,IND,,,,,,,,,
PP-215,Muhammad Usman Dogar,316,IND,,,,,,,,,
PP-215,Faheem Arshad,315,IND,,,,,,,,,
PP-215,Muhammad Mohsin Khan,282,IND,,,,,,,,,
PP-215,Ch Muhammad Abdullah Khan,200,MML,,,,,,,,,
PP-215,Syeda Zille Fatima Zaidi,181,IND,,,,,,,,,
PP-215,Syed Muhammad Zaigham Maqbool Bukhari,140,IND,,,,,,,,,
PP-215,Awais Iqbal,127,IND,,,,,,,,,
PP-215,Muhammad Younus,118,IND,,,,,,,,,
PP-215,Muhammad Akram Shaheen,111,PSP-T,,,,,,,,,
PP-215,Qurban Fatima,63,IND,,,,,,,,,
PP-215,Pervez Akhtar Sajid,46,IND,,,,,,,,,
PP-215,Asif Anwar,42,IND,,,,,,,,,
PP-215,Muhammad Nabeel Shehzad,36,IND,,,,,,,,,
PP-215,Aamir Nadeem,30,IND,,,,,,,,,
PP-215,Ali Raza,23,IND,,,,,,,,,
PP-215,Irshad Ali Babar,21,IND,,,,,,,,,
PP-215,Danish Bilal,20,IND,,,,,,,,,
PP-215,Kousar Chohan,20,NP,,,,,,,,,
PP-215,Amjad Hussain Urf Muhammad Asim,14,IND,,,,,,,,,
PP-215,Shumaila Ayaz Shah,13,IND,,,,,,,,,
PP-215,Abdul Rauf Khan,11,IND,,,,,,,,,
PP-215,Farzana Suleman,9,IND,,,,,,,,,
PP-215,Shahid Raza,-,IND,,,,,,,,,
PP-216,Malik Adnan Dogar,59280,IND-PTI,Clock,,,,,,,,
PP-216,Babar Hussain,28290,PML-N,Tiger(284),,,,,,,,
PP-216,Imran Hussain Arshad,5828,IND,,,,,,,,,
PP-216,Muhammad Shahab Ali Khan,5472,TLP,Crane(71),,,,,,,,
PP-216,Syed Ghulam Mustafa Shahzad,4559,PPP,Arrow(12),,,,,,,,
PP-216,Muhammad Aslam,3031,JIP,,,,,,,,,
PP-216,Muhammad Aslam Khan,3031,IND,,,,,,,,,
PP-216,Amjad Ali,2295,IND,,,,,,,,,
PP-216,Muhammad Nadeem Qureshi,1645,IND,,,,,,,,,
PP-216,Abdul Aleem Khan,641,MML,,,,,,,,,
PP-216,Anwar Ali,104,IND,,,,,,,,,
PP-216,Mushtaq Ahmad,97,IND,,,,,,,,,
PP-216,Qurban Fatima,81,IND,,,,,,,,,
PP-216,Muhammad Nadeem,66,IND,,,,,,,,,
PP-216,Rana Meraj Khalid,43,IND,,,,,,,,,
PP-216,Muhammad Arif,42,IND,,,,,,,,,
PP-216,Muhammad Shafique Qureshi,40,IND,,,,,,,,,
PP-216,Khalid Ahmad Javed Ansari,37,IND,,,,,,,,,
PP-216,Khalid Javed Warraich,37,IND,,,,,,,,,
PP-216,Javed Ali,30,IND,,,,,,,,,
PP-216,Ejaz Hussain Janjua,28,IND,,,,,,,,,
PP-216,Irshad Ali Babar,27,IND,,,,,,,,,
PP-216,Syeda Qurat Ul Ain Zakir,26,MWM,,,,,,,,,
PP-216,Muhammad Tahir Riaz Qureshi,26,IND,,,,,,,,,
PP-216,Rana Muhammad Afzal,19,IND,,,,,,,,,
PP-216,Farhan Ali Akbar,13,IND,,,,,,,,,
PP-216,Rehmat Ali,11,IND,,,,,,,,,
PP-216,Liaqat Ali,10,IND,,,,,,,,,
PP-216,Sajid Bashir,10,IND,,,,,,,,,
PP-216,Muhammad Usman Dogar,-,IND,,,,,,,,,
PP-216,Muhammad Imran,-,IND,,,,,,,,,
PP-216,Muhammad Adnan Dogar,-,IND,,,,,,,,,
PP-217,Muhammad Nadeem Qureshi,62204,IND-PTI,clock,,,,,,,,
PP-217,Sheikh Muhammad Tariq Rasheed,32091,PML-N,Tiger(284),,,,,,,,
PP-217,Malik Rizwan Abid Thaheem,11343,PPP,Arrow(12),,,,,,,,
PP-217,Muhammad Tahir Dogar,10512,IND,,,,,,,,,
PP-217,Akhtar Raza Qureshi,6127,TLP,Crane(71),,,,,,,,
PP-217,Asif Ali,1366,JIP,,,,,,,,,
PP-217,Inayat,816,IND,,,,,,,,,
PP-217,Khurram Rehman,718,MML,,,,,,,,,
PP-217,Hafiz Fareed Naeem Qureshi,671,IND,,,,,,,,,
PP-217,Muhammad Shahzaib,666,PNP,,,,,,,,,
PP-217,Rizwan Riaz,545,IND,,,,,,,,,
PP-217,Muhammad Akhtar,245,IND,,,,,,,,,
PP-217,Abdul Ahad Bhutta,142,IND,,,,,,,,,
PP-217,Imran Hussain Arshad,141,IND,,,,,,,,,
PP-217,Binyamin Sajid,122,IND,,,,,,,,,
PP-217,Rana Shahid Mehmood,104,IND,,,,,,,,,
PP-217,Shaukat Ali,91,IND,,,,,,,,,
PP-217,Muhammad Yousaf,90,MP,,,,,,,,,
PP-217,Muhammad Amin,80,IND,,,,,,,,,
PP-217,M Ehsan Ud Din Qureshi,79,IND,,,,,,,,,
PP-217,Khawaja Muhammad Suleman Siddiqui,67,IND,,,,,,,,,
PP-217,Muhammad Hassan Tariq,66,IND,,,,,,,,,
PP-217,Muhammad Javed,52,IND,,,,,,,,,
PP-217,Khawar Akbar,40,IND,,,,,,,,,
PP-217,Muhammad Arshad,35,IND,,,,,,,,,
PP-217,Madiha Rehman,18,IND,,,,,,,,,
PP-217,Ejaz Hussain Janjua,14,IND,,,,,,,,,
PP-217,Muhammad Aslam,-,IND,,,,,,,,,
PP-217,Kalsoom Naz,-,IND,,,,,,,,,
PP-217,Muhammad Nawaz Malik,-,IND,,,,,,,,,
PP-218,Muhammad Salman,45914,PML-N,Tiger(284),,,,,,,,
PP-218,Zahoor Ahmad,41627,IND-PTI,Tooth brush,,,,,,,,
PP-218,Rana Sajjad Hussain,16787,PPP,Arrow(12),,,,,,,,
PP-218,Sajid Ismail,3822,TLP,Crane(71),,,,,,,,
PP-218,Masood Iqbal,1435,JIP,,,,,,,,,
PP-218,Rana Abdul Jabbar,1412,IND,,,,,,,,,
PP-218,Abdul Ahad Bhutta,412,IND,,,,,,,,,
PP-218,Rana Anas Sajjad,340,PTI-N,,,,,,,,,
PP-218,Muhammad Ijaz,327,IND,,,,,,,,,
PP-218,Tahir Hussain Qureshi,230,IND,,,,,,,,,
PP-218,Hafiza Khadija Bibi,182,IND,,,,,,,,,
PP-218,Mirza Muhammad Shahzaib Khan,178,IND,,,,,,,,,
PP-218,Rana Muhammad Afzal,108,IND,,,,,,,,,
PP-218,Fazal Abbas Shah,92,IND,,,,,,,,,
PP-218,Muhammad Maaz Malik,74,IND,,,,,,,,,
PP-219,Malik Wasif Mazhar,43157,PPP,Arrow(12),,,,,,,,
PP-219,Muhammad Akhtar,39484,PML-N,Tiger(284),,,,,,,,
PP-219,Dalair Khan,34293,IND-PTI,Bowl,,,,,,,,
PP-219,Muhammad Salman Ellahi,5464,TLP,Crane(71),,,,,,,,
PP-219,Muhammad Asif,1435,IND,,,,,,,,,
PP-219,Abdul Kareem,1299,IND,,,,,,,,,
PP-219,Zia Ur Rehman,1194,MML,,,,,,,,,
PP-219,Muhammad Tayyab Gujjar,607,JUIF,,,,,,,,,
PP-219,Amjad Nawaz,447,JIP,,,,,,,,,
PP-219,Sohail Aftab,278,IND,,,,,,,,,
PP-219,Zafar Ahmad,232,IND,,,,,,,,,
PP-219,Muhammad Idrees,230,IND,,,,,,,,,
PP-219,Haider Abbas,90,IND,,,,,,,,,
PP-219,Ali Akbar,71,IND,,,,,,,,,
PP-219,Ansar Abbas,57,IND,,,,,,,,,
PP-220,Muhammad Iqbal,42433,PPP,Arrow(12),,,,,,,,
PP-220,Rai Mansab Ali Khan,33272,PML-N,Tiger(284),,,,,,,,
PP-220,Zahid Bahar Hashmi,29640,IND-PTI,pillow,,,,,,,,
PP-220,Malik Abdul Ghaffar,7281,TLP,Crane(71),,,,,,,,
PP-220,Amir Hussain Shah,2179,JIP,,,,,,,,,
PP-220,Imran Mahmoob,1087,IND,,,,,,,,,
PP-220,Muhammad Ibrahim,967,IND,,,,,,,,,
PP-220,Muhammad Riaz,934,JUIF,,,,,,,,,
PP-220,Pervaiz Akhtar,818,MML,,,,,,,,,
PP-220,Muhammad Kashif Ali,540,IND,,,,,,,,,
PP-220,Naeem Akhlaq,479,BPP,,,,,,,,,
PP-220,Muhammad Ramzan,253,IND,,,,,,,,,
PP-220,Muhammad Sohail Khan Babar,208,IND,,,,,,,,,
PP-220,Hafiz Muhammad Haroon,155,IND,,,,,,,,,
PP-220,Chaudhry Muhammad Arshad Mehmood,137,IND,,,,,,,,,
PP-220,Iftikhar Javed Akhtar,102,IND,,,,,,,,,
PP-220,Rana Riasat Ali,99,IND,,,,,,,,,
PP-220,Malik Muhammad Hussain,96,IND,,,,,,,,,
PP-220,Umar Nawaz Khan Babar,93,IND,,,,,,,,,
PP-220,Muhammad Khalid,72,IND,,,,,,,,,
PP-220,Javed Anwer Chaudhry,36,IND,,,,,,,,,
PP-221,Mian Kamran Abdullah,43117,PPP,Arrow(12),,,,,,,,
PP-221,Makhdoom Syed Amir Abbas,32882,IND-PTI,Dove,,,,,,,,
PP-221,Mian Tariq Abdullah.,24885,PML-N,Tiger(284),,,,,,,,
PP-221,Mujeeb Ahmad,15921,IND,,,,,,,,,
PP-221,Muhammad Abdullah Qayyum Rao,8848,TLP,Crane(71),,,,,,,,
PP-221,Rauf Shabbir,2262,IND,,,,,,,,,
PP-221,Muhammad Asif Shahzad,2133,IND,,,,,,,,,
PP-221,Muhammad Imran Shaukat Khan,1195,IND,,,,,,,,,
PP-221,Syed Muhammad Raza Gilani,979,IND,,,,,,,,,
PP-221,Muhammad Imran,903,JIP,,,,,,,,,
PP-221,Muhammad Rafiq,465,IND,,,,,,,,,
PP-221,Muhammad Akbar Hayat Haraj,425,MML,,,,,,,,,
PP-221,Muhammad Ahsan Maral,340,IND,,,,,,,,,
PP-221,Muhammad Saleem Akhtar,303,IND,,,,,,,,,
PP-221,Rao Abdul Qayyum,276,IND,,,,,,,,,
PP-221,Jamshaid Abbas,256,IND,,,,,,,,,
PP-221,Muhammad Akram,212,IND,,,,,,,,,
PP-221,Muhammad Yaseen,168,SDP,,,,,,,,,
PP-221,Syed Ali Raza Bokhari,117,IND,,,,,,,,,
PP-221,Muhammad Fazal,108,IND,,,,,,,,,
PP-221,Ahsan Farooq Khokhar,66,IND,,,,,,,,,
PP-221,Arslan Javed,49,IND,,,,,,,,,
PP-222,Ayaz Ahmad Bodla,30579,IND-PTI,,,,,,,,,
PP-222,Rana Tahir Shabbir,28702,PPP,Arrow(12),,,,,,,,
PP-222,Rana Ejaz Ahmad Noon,26953,PML-N,Tiger(284),,,,,,,,
PP-222,Syed Majahid Ali Shah,10049,IND,,,,,,,,,
PP-222,Malik Muhammad Hussain,5604,IND,Bottle,,,,,,,,
PP-222,Muhammad Shameem Afzal Khan,5426,TLP,Crane(71),,,,,,,,
PP-222,Syed Ali Raza Shah,1423,IND,,,,,,,,,
PP-222,Muhammad Ashraf,1312,JIP,,,,,,,,,
PP-222,Dilshad Ahmed,1291,IND,,,,,,,,,
PP-222,Muhammad Imran Shaukat Khan,1241,IND,,,,,,,,,
PP-222,Rana Talal Ahmad Noon,592,IND,,,,,,,,,
PP-222,Riaz Ud Din,443,IND,,,,,,,,,
PP-222,Zafar Hussain,238,IND,,,,,,,,,
PP-222,Abdul Majeed Sajid,168,MML,,,,,,,,,
PP-222,Muhammad Sohail Ahmad Noon,157,IND,,,,,,,,,
PP-222,Abdul Rasheed,125,IND,,,,,,,,,
PP-222,Muhammad Abdullah Qayyum Rao,115,IND,,,,,,,,,
PP-222,Muhammad Hassan Ali Noon,73,IND,,,,,,,,,
PP-222,Ghulam Moeen Ud Din,59,JUI-N,,,,,,,,,
PP-223,Muhammad Nazik Kareem,36497,PML-N,Tiger(284),,,,,,,,
PP-223,Shazia Nargis,29069,IND,,,,,,,,,
PP-223,Rana Tufail Ahmed Noon,16790,IND-PTI,Table Tennis,,,,,,,,
PP-223,Rana Talal Ahmad Noon,13330,IND,,,,,,,,,
PP-223,Chaudhry Asif Ali,11291,PPP,Arrow(12),,,,,,,,
PP-223,Mehdi Abbas Khan,10152,IND,,,,,,,,,
PP-223,Ahmad Khan Alias Ahmad,9143,IND,,,,,,,,,
PP-223,Jam Altaf Ahmad,7021,IND,,,,,,,,,
PP-223,Sabir Hussain Shah,5563,TLP,Crane(71),,,,,,,,
PP-223,Ahmad Abbas Khakhi,1471,IND,,,,,,,,,
PP-223,Malik Munawar Hussain,1215,IND,,,,,,,,,
PP-223,Riaz Hussain Laang,729,IND,,,,,,,,,
PP-223,Altaf Hussain,650,IND,,,,,,,,,
PP-223,Rana Muhammad Qasim Noon,478,IND,,,,,,,,,
PP-223,Muhammad Hassan Ali Noon,455,IND,,,,,,,,,
PP-223,Altaf Ahmad Channar,405,IND,,,,,,,,,
PP-223,Rasheed Ahmed,291,JIP,,,,,,,,,
PP-223,Naghma Mushtaq Laang,143,IND,,,,,,,,,
PP-223,Malik Muhammad Aslam,113,IND,,,,,,,,,
PP-223,Muhammad Shahid,90,MP,,,,,,,,,
PP-223,Muhammad Sohail Ahmad Noon,88,IND,,,,,,,,,
PP-223,Zaib Ul Nisa,86,MML,,,,,,,,,
PP-223,Muhammad Ali Mehdi,71,IND,,,,,,,,,
PP-223,Muhammad Muzaffar Jamil,66,IND,,,,,,,,,
PP-223,Muhammad Tariq Hussain,42,IND,,,,,,,,,
PP-223,Muhammad Sheharyar Noon,32,IND,,,,,,,,,
PP-224,Malik Lal Muhammad,44264,PML-N,Tiger(284),,,,,,,,
PP-224,Muhammad Abbas Bokhari,28433,IND,,,,,,,,,
PP-224,Malik Muhammad Akram Kanhoon,18671,IND,,,,,,,,,
PP-224,Muhammad Ayub Khan Ghallu,10064,IND,,,,,,,,,
PP-224,Muhammad Arshad,9526,IND-PTI,Table,,,,,,,,
PP-224,Umar Farooq,5122,PPP,Arrow(12),,,,,,,,
PP-224,Muhammad Siddique,4156,TLP,Crane(71),,,,,,,,
PP-224,Malik Shahid Abbas,3122,IND,,,,,,,,,
PP-224,Rana Ghazanfar Ali Pehlwan,739,IND,,,,,,,,,
PP-224,Allah Rakha,738,IND,,,,,,,,,
PP-224,Sabeen Gul Khan,445,IND,,,,,,,,,
PP-224,Malik Muhammad Aslam,359,IND,,,,,,,,,
PP-224,Muhammad Asif Raza,113,IND,,,,,,,,,
PP-224,Naghma Mushtaq Laang,74,IND,,,,,,,,,
PP-224,Qazi Naeem Aslam,60,IND,,,,,,,,,
PP-224,Tanveer Iqbal,54,IND,,,,,,,,,
PP-224,Muhammad Ishfaq,37,JUI-N,,,,,,,,,
PP-224,Muhammad Umer Zakriya,-,JUIF,,,,,,,,,
PP-225,Shazia Hayat,69799,IND-PTI,Dolphin,,,,,,,,
PP-225,Zawar Hussain Waraich,62698,PML-N,Tiger(284),,,,,,,,
PP-225,Muhammad Yousaf,7398,TLP,Crane(71),,,,,,,,
PP-225,Aftab Ali Babar,6475,PPP,Arrow(12),,,,,,,,
PP-225,Muhammad Saleem Akhtar,2669,IND,,,,,,,,,
PP-225,Imran Habib Bhutta,784,IND,,,,,,,,,
PP-225,Waseem Abbas,570,IND,,,,,,,,,
PP-225,Muhammad Razaq,398,MML,,,,,,,,,
PP-225,Rabnawaz Khan,334,JIP,,,,,,,,,
PP-225,Muhammad Mubeen,245,IND,,,,,,,,,
PP-225,Nadra Hayyat Ullah,218,IND,,,,,,,,,
PP-225,Sardar Ashiq Hussain Khan Baloch,182,IND,,,,,,,,,
PP-225,Kaleem Hassan,172,IND,,,,,,,,,
PP-225,Mumtaz Hussain Baloch,81,IND,,,,,,,,,
PP-225,Peerzada Muhammad Jahangir Bhutta,77,IND,,,,,,,,,
PP-225,Ali Hassan,35,IND,,,,,,,,,
PP-225,Intezar Ahmed Attari,33,IND,,,,,,,,,
PP-225,Tahir Hussain Khan,27,IND,,,,,,,,,
PP-226,Raziullah Khan,65434,IND-PTI,Dolphin,,,,,,,,
PP-226,Shah Muhammad,60133,PML-N,Tiger(284),,,,,,,,
PP-226,Ashiq Muhammad Khan Joiya,10088,PPP,Arrow(12),,,,,,,,
PP-226,Rana Muhammad Ahsan,6098,TLP,Crane(71),,,,,,,,
PP-226,Muhammad Ur Rehman,2453,JUIF,,,,,,,,,
PP-226,Arshad Iqbal,1855,IND,,,,,,,,,
PP-226,Abdul Majeed Tahir,491,IND,,,,,,,,,
PP-226,Rana Muhammad Shahid Iqbal,352,IND,,,,,,,,,
PP-226,Muhammad Bilal,307,IND,,,,,,,,,
PP-226,Muhammad Asif,183,MML,,,,,,,,,
PP-226,Sajid Mehmood,167,IND,,,,,,,,,
PP-226,Muhammad Ajmal Kanju,166,IND,,,,,,,,,
PP-226,Malik Ahmed Nawaz,163,IND,,,,,,,,,
PP-226,Hussain Nawaz Khan Joiya,142,IND,,,,,,,,,
PP-226,Mehmood Nawaz Joiya,120,IND,,,,,,,,,
PP-226,Rana Sohail Noon,81,IND,,,,,,,,,
PP-226,Muhammad Umer Sarwar Lodhi,79,IND,,,,,,,,,
PP-226,Irfan Ahmed,58,IND,,,,,,,,,
PP-226,Muhammad Iqbal,10,IND,,,,,,,,,
PP-227,Muhammad Zubair Khan,55324,PML-N,Tiger(284),,,,,,,,
PP-227,Nawab Aman Ullah Khan,36734,IND-PTI,Hukkah,,,,,,,,
PP-227,Muhammad Ashraf,18996,IPP,,,,,,,,,
PP-227,Muhammad Faisal,6640,TLP,Crane(71),,,,,,,,
PP-227,Sajjad Hussain,5556,PPP,Arrow(12),,,,,,,,
PP-227,Malik Fiaz Ahmed,2404,IND,,,,,,,,,
PP-227,Tahir Ahmed,1208,JIP,,,,,,,,,
PP-227,Muhammad Aslam Khan,658,SDP,,,,,,,,,
PP-227,Malik Shah Nawaz,626,IND,,,,,,,,,
PP-227,Saqib Rasheed,264,MML,,,,,,,,,
PP-227,Ahmed Deen Malik,213,PML-Z,,,,,,,,,
PP-227,Khizer Iqbal,211,IND,,,,,,,,,
PP-227,Muhammad Afzal,208,IND,,,,,,,,,
PP-227,Muhammad Abbas,205,IND,,,,,,,,,
PP-227,Muhammad Akbar,109,IND,,,,,,,,,
PP-227,Muhammad Tariq Mehmood,97,IND,,,,,,,,,
PP-227,Mudassir Azam Chaudhry,81,IND,,,,,,,,,
PP-228,Izzat Javaid Khan,62431,IND-PTI,Peakcock,,,,,,,,
PP-228,Muhammad Rafiuddin Bukhari,43439,PML-N,Tiger(284),,,,,,,,
PP-228,Nazir Ahmed Khan,28600,IPP,,,,,,,,,
PP-228,Muhammad Bilal,5884,TLP,Crane(71),,,,,,,,
PP-228,Muhammad Saleem,4525,IND,,,,,,,,,
PP-228,Sami Ud Din Sheroz,3587,IND,,,,,,,,,
PP-228,Ghulam Mustafa,3085,IND,,,,,,,,,
PP-228,Muhammad Naeem,832,SDP,,,,,,,,,
PP-228,Hafiz Abdul Shakoor,664,JUIF,,,,,,,,,
PP-228,Abid Hussain,438,JIP,,,,,,,,,
PP-228,Muhammad Farhan,169,IND,,,,,,,,,
PP-228,Ali Muhammad Shah Bukhari,163,IND,,,,,,,,,
PP-228,Bakhtawar Bibi,145,MML,,,,,,,,,
PP-228,Muhammad Iqbal Shah,120,IND,,,,,,,,,
PP-228,Amir Sohail,88,IND,,,,,,,,,
PP-228,Muhammad Luqman,-,IND,,,,,,,,,
PP-228,Babar Zaman,-,IND,,,,,,,,,
PP-228,Shahnawaz,-,IND,,,,,,,,,
PP-228,Muhammad Amir Iqbal Shah,-,IND,,,,,,,,,
PP-228,Mudassir Jahanzaib Shah,-,IND,,,,,,,,,
PP-228,Syed Arshad Ali Shah,-,PPP,Arrow(12),,,,,,,,
PP-229,Muhammad Yousaf Kaselya,49869,PML-N,Tiger(284),,,,,,,,
PP-229,Arifa Nazir jatt,40878,IND-PTI,laptop,,,,,,,,
PP-229,Khalid Mehmood Chohan,10552,IND,,,,,,,,,
PP-229,Sami Ullah,10287,TLP,Crane(71),,,,,,,,
PP-229,Peer Ghulam Mohy-Ud-Din Chishti,8682,IND,,,,,,,,,
PP-229,Rana Shahid Sarwar,7541,IND,,,,,,,,,
PP-229,Allah Ditta,2084,PPP,Arrow(12),,,,,,,,
PP-229,Bashir Ahmed Khan,1728,JIP,,,,,,,,,
PP-229,Muhammad Javaid Muzaffar Iqbal,1362,IND,,,,,,,,,
PP-229,Irshad Ahmed,936,IND,,,,,,,,,
PP-229,Khubaib Younas,822,IND,,,,,,,,,
PP-229,Muhammad Aslam Farzand,818,MML,,,,,,,,,
PP-229,Fahad Salim Karam,464,PAT,,,,,,,,,
PP-229,Umer Usman,182,IND,,,,,,,,,
PP-229,Arslan Shoukat,179,IND,,,,,,,,,
PP-229,Amjad Hameed Chohan,131,IND,,,,,,,,,
PP-229,Muhammad Nadeem Sarwar,95,IND,,,,,,,,,
PP-229,Amir Mumtaz,86,IND,,,,,,,,,
PP-229,Asghar Ali,78,IND,,,,,,,,,
PP-229,Malik Iftikhar Hussain,68,IND,,,,,,,,,
PP-229,Fareed Rasheed,55,IND,,,,,,,,,
PP-229,Adnan Hameed,54,IND,,,,,,,,,
PP-229,Humayun Iftikhar Chishti,25,IND,,,,,,,,,
PP-229,Muhammad Taimoor Ul Hassan,-,IND,,,,,,,,,
PP-230,Syed Salman Shahid Mehdi,44950,IND-PTI,Cricket Stumps,,,,,,,,
PP-230,Irfan Aqeel Daultana,30570,PML-N,Tiger(284),,,,,,,,
PP-230,Syed Saleem Hussain Shah,20065,TLP,Crane(71),,,,,,,,
PP-230,Imran Khan Saldera,14317,PPP,Arrow(12),,,,,,,,
PP-230,Qaiser Manzoor,2984,MML,,,,,,,,,
PP-230,Malik Zulfiqar Hussain Awan,2901,PKI-CA,,,,,,,,,
PP-230,Muhammad Ranjha,2382,KI,,,,,,,,,
PP-230,Mukhtar Ahmed,1749,IND,,,,,,,,,
PP-230,Imran Ali,826,JIP,,,,,,,,,
PP-230,Muhammad Shehbaz Ahmed,329,IND,,,,,,,,,
PP-230,Nasir Mahmood,267,IND,,,,,,,,,
PP-230,Asghar Ali,138,IND,,,,,,,,,
PP-230,Muhammad Siddique,127,IND,,,,,,,,,
PP-230,Syed Kibriya Imam Hussain,115,IND,,,,,,,,,
PP-230,Muhammad Usman,90,IND,,,,,,,,,
PP-230,Shehzad Farid Ud Din,81,IND,,,,,,,,,
PP-230,Omar Nazir Chaudhry,38,IND,,,,,,,,,
PP-230,Jahanzeb Sikandar,-,IND,,,,,,,,,
PP-231,Khalid Zubair Nisar,50960,IND-PTI,Cricket Stumps,,,,,,,,
PP-231,Khalid Mehmood,40028,PML-N,Tiger(284),,,,,,,,
PP-231,Muhammad Ashiq Arrain,10882,IND,,,,,,,,,
PP-231,Sardar Zulfiqar Ahmed,7286,TLP,Crane(71),,,,,,,,
PP-231,Ahmed Kamran,2672,IND,,,,,,,,,
PP-231,Kamran Yousaf Ghuman,1714,PPP,Arrow(12),,,,,,,,
PP-231,Muhammad Furqan Yousaf,1123,IND,,,,,,,,,
PP-231,Amanat Ali,498,JIP,,,,,,,,,
PP-231,Rehman Yousaf,477,MML,,,,,,,,,
PP-231,Irfan Haider,109,PAT,,,,,,,,,
PP-231,Muhammad Shehbaz Ahmed,104,IND,,,,,,,,,
PP-231,Nasir Sattar,87,IND,,,,,,,,,
PP-231,Ijaz Aslam,60,IND,,,,,,,,,
PP-231,Rao Zia Ur Rehman,59,IND,,,,,,,,,
PP-231,Liaqat Ali,29,TTP,,,,,,,,,
PP-231,Ghulam Mustafa,25,IND,,,,,,,,,
PP-231,Farooq Ahmed,19,IND,,,,,,,,,
PP-231,Muhammad Imran Irshad,-,IND,,,,,,,,,
PP-231,Irshad Ahmed,-,IND,,,,,,,,,
PP-231,Adil Akbar,-,IND,,,,,,,,,
PP-231,Muhammad Arshad,-,IND,,,,,,,,,
PP-231,Akbar Ali,-,IND,,,,,,,,,
PP-232,Malik Nosher Khan Anjum Langrial,33151,PML-N,Tiger(284),,,,,,,,
PP-232,Ali Waqas,26206,JIP,,,,,,,,,
PP-232,Abdul Waheed Grewal,23551,IND-PTI,Bowl,,,,,,,,
